11.22890239;19.96579821
10.28837622;20.20650839
10.89611556;20.94472788
10.08512402;20.2360114
9.947004724;19.63065552
8.544581774;19.89627125
9.435587328;17.29051097
9.229429099;17.52496119
9.261426901;18.25535061
8.596602547;18.19787738
7.888937344;19.32169474
9.358968822;19.00516431
8.694054018;18.77833004
7.412210071;17.57665042
7.246263902;16.60195986
8.383467739;17.46000031
7.964380967;15.70947102
8.381636315;14.54154433
8.736812749;16.70711257
9.426516892;16.56120087
8.875072807;17.04070352
6.075663315;14.41446982
8.044526846;17.91826324
6.715364452;17.07824776
7.838722288;16.61919027
7.10895865;15.99192988
6.385291136;15.07559501
6.345903796;16.63059613
7.796176343;15.06788505
5.993204924;14.47956765
5.518849143;15.19405405
6.674102608;15.32699681
7.177844431;15.97995038
6.011445661;13.31456554
5.325152364;15.8727796
6.301576795;14.58036781
6.884588484;11.84247867
4.150582977;12.27294533
4.445103955;14.39727004
6.505832134;13.11554676
4.820548523;13.81112243
6.629241742;14.08399987
3.838766531;15.7046951
4.262250304;12.93366081
4.515925928;13.71429132
2.709731785;13.76610139
3.047048331;11.24972071
4.668717857;11.42770534
3.724927611;11.27380799
4.435150163;13.54284197
2.507309228;13.69382389
3.649694661;11.94304241
4.778799178;13.32457693
4.624383672;10.95163625
3.73027977;12.61968962
2.88668154;12.36270315
0.6459656929;11.76381303
1.38390131;12.58492783
0.409582562;12.91868841
1.547745418;12.2836054
2.055564361;12.03400262
1.215242974;11.64487968
0.09741852591;10.80674642
2.650534856;10.39801253
1.563044678;11.43659545
0.418934552;11.88392208
-0.5505074445;11.40805568
-1.198855087;11.99155983
-0.9735955028;10.90403425
1.360826419;12.51018649
-0.570592975;10.68561777
1.164491217;11.53174473
-1.025353579;9.850064774
-2.778126745;9.857461636
-1.87178922;9.957749985
-2.221101557;11.46240725
-2.642839645;11.62833166
-3.809880058;9.345407578
-2.90634026;9.459292518
-1.848977251;10.18287091
-5.039815862;9.406072531
-3.765438589;9.322080797
-3.644195132;11.63245873
-2.678640681;9.549922192
-4.414326861;9.137795377
-4.666369894;8.411770148
-4.898788857;10.95287235
-4.800561455;8.720738935
-5.641870142;10.00569553
-6.930375937;8.344898604
-5.797426441;10.05036515
-7.507531708;7.638338823
-6.784051924;8.628229071
-7.497728726;7.646015824
-8.157522232;8.738453645
-7.696947291;6.371905076
-5.414405684;8.257689154
-8.210564629;8.835310774
-8.275276426;8.835013825
-9.712530161;7.593504692
